Car_Name,Brand,Model,Status,Year,Fuel_Type,Transmission,Horse_power,Cylinder,Mileage,Color,Price
Opel corsa mazout a vendre,Opel,Corsa,occasion,1996.0,Diesel,Manuelle,4.0,1.4,256.0,blanc,12.5
Voiture a vendre,Opel,Corsa,occasion,1996.0,Diesel,Manuelle,4.0,1.3,11111.0,blanc,12.5
Tunis,Opel,Corsa,occasion,1997.0,Essence,Manuelle,4.0,3.0,0.0,noir,12.5
Opel corsa,Opel,Corsa,occasion,1998.0,Essence,Manuelle,4.0,>4.0,390.0,noir,12.0
Opel swing,Opel,Corsa,occasion,1999.0,Essence,Manuelle,4.0,3.0,390.0,blanc,10.0
,Opel,Corsa,occasion,1999.0,Essence,Manuelle,4.0,1.3,40000.0,bleu,11.0
Opel Corsa Swing,Opel,Corsa,occasion,1999.0,Essence,Manuelle,4.0,1.2,1.0,blanc,11.5
avendre Opel Corsa swing 4 cylindre 4  en Bonne état très propre tlf,Opel,Corsa,occasion,2000.0,Essence,Manuelle,4.0,1.2,300.0,noir,12.5
Opel corsa swing,Opel,Corsa,occasion,2000.0,Essence,Manuelle,4.0,1.2,12500.0,blanc,55.555
Opel corsa c à vendre,Opel,Corsa,occasion,2001.0,Essence,Manuelle,4.0,1.2,382000.0,blanc,13.0
A vendre,Opel,Corsa,occasion,2001.0,Essence,Manuelle,4.0,3.0,351000.0,blanc,12.3
C,Opel,Corsa,occasion,2002.0,Essence,Manuelle,4.0,1.2,322000.0,bleu,14.3
Opel ndhifa,Opel,Corsa,occasion,2002.0,Essence,Manuelle,4.0,1.2,200.0,blanc,11.2
Opel corsa c,Opel,Corsa,occasion,2002.0,Essence,Manuelle,4.0,1.0,240000.0,blanc,15.0
opel corsa c,Opel,Corsa,occasion,2002.0,Essence,Manuelle,4.0,3.0,385000.0,blanc,12.85
Opel Corsa C,Opel,Corsa,occasion,2004.0,Essence,Manuelle,4.0,3.0,261000.0,blanc,12.0
Opel corsa D essence,Opel,Corsa,occasion,2008.0,Essence,Manuelle,5.0,1.2,187.0,noir,22.0
A vendre opel corsa d année 2014 en bonne condition,Opel,Corsa,occasion,2014.0,Essence,Manuelle,5.0,1.2,175000.0,noir,27.5
Vente opel corsa D,Opel,Corsa,occasion,2014.0,Essence,Manuelle,5.0,1.2,73000.0,noir,28.0
Opel corsa,Opel,Corsa,occasion,2015.0,Essence,Manuelle,5.0,1.4,140000.0,noir,29.0
Opel corsa e,Opel,Corsa,occasion,2015.0,Essence,Manuelle,5.0,1.2,180000.0,noir,31.0
Opel corsa E très très propre,Opel,Corsa,occasion,2015.0,Essence,Manuelle,5.0,1.2,97000.0,noir,32.5
Opel insignia,Opel,Insignia,occasion,2013.0,Diesel,Manuelle,6.0,2.0,300000.0,blanc,33.0
Opel Insignia trés bonne etat,Opel,Insignia,occasion,2013.0,Essence,Manuelle,11.0,1.6,260000.0,noir,25.9
Opel kadett,Opel,Kadett,occasion,1983.0,Essence,Manuelle,5.0,3.0,250.0,marron,6.5
Opel kadett,Opel,Kadett,occasion,1990.0,Essence,Manuelle,5.0,1.4,100000.0,blanc,10.5
opel kadett tres propre moteur noir 5 ch essence,Opel,Kadett,occasion,1991.0,Essence,Manuelle,5.0,1.2,1000.0,bleu,8.5
Vente voiture,Opel,Meriva,occasion,2016.0,Essence,Manuelle,6.0,1.4,107.0,noir,38.0
Opel Mokka à vendre,Opel,Mokka,occasion,2018.0,Essence,Manuelle,8.0,1.6,100000.0,gris,96.0
Opel mokka x,Opel,Mokka,occasion,2018.0,Essence,Manuelle,8.0,1.6,100000.0,Autres,110.0
Opel vectra essence,Opel,Vectra,occasion,1997.0,Essence,Manuelle,9.0,2.0,344.0,bleu,17.0
Opel vectra B Mazout,Opel,Vectra,occasion,2003.0,Diesel,Manuelle,6.0,1.9,220.0,blanc,12.5
opel vivaro nthifa,Opel,Vivaro,occasion,2004.0,Diesel,Manuelle,6.0,1.9,400.0,gris,15.0
Peugeot 106,Peugeot,106,neuf,1996.0,Essence,Manuelle,4.0,1.2,200000.0,blanc,11.5
Voiture 106 Peugeot à vendre,Peugeot,106,occasion,1990.0,Essence,Manuelle,4.0,1.0,205000.0,rouge,9.5
Peugeot 106,Peugeot,106,occasion,1994.0,Essence,Manuelle,4.0,1.0,1234.0,bleu,8.2
Peugeot 106 kid,Peugeot,106,occasion,1994.0,Essence,Manuelle,4.0,1.1,280.0,blanc,11.5
Peugeot 106 phase 1,Peugeot,106,occasion,1995.0,Essence,Manuelle,5.0,3.0,10000.0,rouge,8.5
Peugeot 106,Peugeot,106,occasion,1995.0,Essence,Manuelle,4.0,1.0,190000.0,bleu,8.5
Peugeot 106,Peugeot,106,occasion,1995.0,Essence,Manuelle,4.0,1.0,180000.0,rouge,8.9
106 française,Peugeot,106,occasion,1996.0,Essence,Manuelle,5.0,1.0,180.0,rouge,10.8
106 ndhifa mta3 ksiba,Peugeot,106,occasion,1996.0,Essence,Manuelle,5.0,1.2,20000.0,bleu,8.0
Peugeot 106,Peugeot,106,occasion,1996.0,Essence,Manuelle,5.0,>4.0,215000.0,rouge,12.5
Avendre Peugeot 106,Peugeot,106,occasion,1996.0,Essence,Manuelle,4.0,1.2,300.0,rouge,9.5
Peugeot 106 Phase 2 0 masrouf,Peugeot,106,occasion,1997.0,Essence,Manuelle,4.0,1.1,50000.0,blanc,13.0
106,Peugeot,106,occasion,1997.0,Essence,Manuelle,4.0,1.2,185000.0,bleu,14.0
106 A vendre,Peugeot,106,occasion,1997.0,Essence,Manuelle,4.0,1.2,1.0,bleu,9.5
Peugeot 106 parfaitement entretenue,Peugeot,106,occasion,1997.0,Essence,Manuelle,4.0,1.4,348000.0,bleu,14.5
Peugeot 106,Peugeot,106,occasion,1998.0,Essence,Manuelle,4.0,1.1,390000.0,blanc,10.5
106 2 portes,Peugeot,106,occasion,1998.0,Essence,Manuelle,4.0,1.0,340000.0,rouge,10.8
Saxo semi injection à vendre,Peugeot,106,occasion,1999.0,Essence,Manuelle,4.0,1.1,200000.0,rouge,14.0
Peugeot 107,Peugeot,107,occasion,2012.0,Essence,Manuelle,4.0,1.0,173.0,gris,25.0
Peugeot 108,Peugeot,108,neuf,2017.0,Essence,Manuelle,4.0,1.1,113.0,blanc,30.0
2018 Peugeot 108 تسجيل أول,Peugeot,108,occasion,2018.0,Essence,Manuelle,4.0,1.0,60000.0,gris,33.4
108,Peugeot,108,occasion,2019.0,Essence,Manuelle,4.0,1.2,40000.0,bleu,40.0
2OO8 2020,Peugeot,2008,neuf,2008.0,Essence,Manuelle,5.0,1.2,79000.0,blanc,48.0
2OO8 2017,Peugeot,2008,neuf,2017.0,Essence,Manuelle,5.0,1.2,118000.0,gris,41.8
2OO8,Peugeot,2008,neuf,2017.0,Essence,Manuelle,5.0,1.2,118000.0,gris,41.8
20082017,Peugeot,2008,neuf,2017.0,Essence,Manuelle,5.0,1.2,118000.0,gris,42.0
2OO8,Peugeot,2008,neuf,2017.0,Essence,Manuelle,5.0,1.2,118000.0,gris,42.0
Peugeot 2008 Allure,Peugeot,2008,neuf,2018.0,Essence,Automatique,6.0,1.2,120000.0,noir,55.0
Peugeot 2008,Peugeot,2008,neuf,2019.0,Essence,Manuelle,7.0,1.2,125000.0,blanc,51.0
2OO8  2020,Peugeot,2008,neuf,2020.0,Essence,Manuelle,5.0,1.2,79000.0,blanc,48.5
2OO8 2020,Peugeot,2008,neuf,2020.0,Essence,Manuelle,5.0,1.2,78000.0,blanc,48.5
2OO8,Peugeot,2008,neuf,2020.0,Essence,Manuelle,5.0,1.2,78000.0,blanc,49.0
نلوج على رخصة و قراى,Peugeot,,neuf,2023.0,Diesel,Automatique,5.0,1.5,10000.0,jaune,20.0
Voiture 5places,Peugeot,,occasion,2001.0,Essence,Manuelle,5.0,1.5,0.0,bleu,22.0
Peugeot 2008,Peugeot,2008,occasion,2015.0,Essence,Manuelle,5.0,3.0,64000.0,blanc,38.0
2008 bon affaire,Peugeot,2008,occasion,2015.0,Essence,Manuelle,5.0,1.2,60000.0,noir,38.0
Belle 2008 en,Peugeot,2008,occasion,2015.0,Essence,Manuelle,7.0,1.6,172000.0,Autres,37.0
Peugeot 2008,Peugeot,2008,occasion,2015.0,Essence,Manuelle,5.0,1.2,159000.0,blanc,42.0
Peugeot 2008,Peugeot,2008,occasion,2015.0,Essence,Manuelle,5.0,1.2,130000.0,marron,38.0
Peugeot 2008 a vendre,Peugeot,2008,occasion,2016.0,Essence,Manuelle,5.0,3.0,124000.0,gris,42.0
peugoet 2008,Peugeot,2008,occasion,2016.0,Essence,Manuelle,5.0,1.2,110.0,blanc,39.9
2008,Peugeot,2008,occasion,2016.0,Essence,Manuelle,5.0,1.2,110000.0,blanc,39.9
peugoet 2008,Peugeot,2008,occasion,2016.0,Essence,Manuelle,5.0,1.2,110000.0,blanc,39.9
Peugeot 2008 dune étudiante a 41000dt,Peugeot,2008,occasion,2016.0,Essence,Manuelle,5.0,1.2,140.0,blanc,41.0
Belle Peugeot 2008,Peugeot,2008,occasion,2016.0,Essence,Manuelle,5.0,1.2,175000.0,gris,39.5
Vend Peugeot 2008 prem main,Peugeot,2008,occasion,2016.0,Essence,Manuelle,5.0,1.2,152000.0,blanc,38.5
Voiture en Excellent État Prête à Rouler,Peugeot,2008,occasion,2017.0,Essence,Manuelle,5.0,1.2,134000.0,vert,41.9
2008 PureTech,Peugeot,2008,occasion,2017.0,Essence,Manuelle,5.0,1.2,106000.0,blanc,45.0
Vente Peugeot 2008,Peugeot,2008,occasion,2017.0,Essence,Manuelle,10.0,1.2,157000.0,blanc,40.0
A vendre Peugeot 2008,Peugeot,2008,occasion,2017.0,Essence,Manuelle,5.0,1.2,71000.0,Autres,45.0
A   2008,Peugeot,2008,occasion,2018.0,Essence,Manuelle,5.0,1.4,84065.0,blanc,48.0
Peugeot 2008,Peugeot,2008,occasion,2018.0,Essence,Manuelle,5.0,1.2,110.0,gris,41.0
Peugeot 2008,Peugeot,2008,occasion,2019.0,Essence,Manuelle,5.0,3.0,139.0,gris,39.0
suzuki swift,Suzuki,Swift,occasion,2020.0,Essence,Automatique,5.0,1.2,77000.0,blanc,37.9
A vendre,Peugeot,2008,occasion,2021.0,Essence,Manuelle,6.0,1.2,16000.0,blanc,85.0
Belle 2008 Alure Etat Neuf,Peugeot,2008,occasion,2021.0,Essence,Manuelle,6.0,1.2,16000.0,blanc,85.0
A vendre,Peugeot,2008,occasion,2022.0,Diesel,Manuelle,5.0,1.5,40000.0,gris,105.0
للبيع,Peugeot,205,occasion,1980.0,Essence,Manuelle,4.0,1.0,2000.0,bleu,6.5
La belle 205,Peugeot,205,occasion,1983.0,Essence,Manuelle,5.0,1.2,140000.0,rouge,11.5
205 junior,Peugeot,205,occasion,1993.0,Essence,Manuelle,4.0,1.4,111111.0,blanc,123.0
avendre voiture Peugeot 205 mte3 ksiba 55880011,Peugeot,205,occasion,1993.0,Essence,Manuelle,4.0,1.2,240000.0,blanc,7.0
Peugeot 205,Peugeot,205,occasion,1996.0,Essence,Manuelle,7.0,1.4,300.0,Autres,8.5
Voiture 205 a vendre,Peugeot,205,occasion,1997.0,Essence,Manuelle,4.0,1.3,120000.0,gris,10.8
للبيع,Peugeot,205,occasion,1999.0,Essence,Manuelle,4.0,1.0,123456.0,bleu,7.0
Peugeot 206,Peugeot,206,neuf,2001.0,Essence,Manuelle,4.0,1.4,123.0,rouge,14.2
Peugeot 206 look française,Peugeot,206,neuf,2006.0,Essence,Manuelle,4.0,1.2,182.0,noir,18.5
Peugeot 206 Basic,Peugeot,206,occasion,1999.0,Essence,Manuelle,4.0,1.2,1.0,bleu,14.5
Peugeot 206 boite auto,Peugeot,206,occasion,1999.0,Essence,Automatique,6.0,1.4,179000.0,orange,22.0
Pegeo 206,Peugeot,206,occasion,2000.0,Essence,Manuelle,4.0,1.1,350.0,blanc,13.5
206 essence,Peugeot,206,occasion,2001.0,Essence,Manuelle,5.0,1.2,280.0,gris,13.9
206 a vendre,Peugeot,206,occasion,2001.0,Essence,Manuelle,4.0,1.1,300000.0,noir,11.2
Peugeot 206 montage français,Peugeot,206,occasion,2002.0,Essence,Manuelle,4.0,>4.0,336000.0,gris,14.5
Peugeot 206,Peugeot,206,occasion,2002.0,Essence,Manuelle,4.0,1.2,400.0,noir,16.7
A vendre ou echange,Peugeot,206,occasion,2002.0,Essence,Manuelle,4.0,1.4,300.0,gris,16.0
206 modifié 206,Peugeot,206,occasion,2002.0,Diesel,Manuelle,6.0,>4.0,300000.0,gris,13.0
Peugeot 206 climatisée,Peugeot,206,occasion,2002.0,Essence,Manuelle,4.0,1.1,260000.0,gris,17.0
A vendre,Peugeot,206,occasion,2002.0,Essence,Manuelle,4.0,1.4,300.0,gris,16.5
206 diesel 2003,Peugeot,206,occasion,2003.0,Diesel,Manuelle,5.0,1.4,500000.0,blanc,8.0
206,Peugeot,206,occasion,2003.0,Diesel,Manuelle,5.0,1.2,11111.0,jaune,10.0
206,Peugeot,206,occasion,2003.0,Diesel,Manuelle,5.0,1.2,1111.0,gris,16.5
206 bon etat,Peugeot,206,occasion,2003.0,Essence,Manuelle,4.0,1.4,196999.0,noir,17.0
peugeot 206,Peugeot,206,occasion,2003.0,Essence,Manuelle,4.0,1.2,196000.0,noir,16.0
206,Peugeot,206,occasion,2003.0,Diesel,Manuelle,5.0,1.2,111.0,gris,16.0
Peugeot 206,Peugeot,206,occasion,2003.0,Diesel,Manuelle,5.0,1.9,1.0,jaune,9.0
206 a vendre,Peugeot,206,occasion,2003.0,Essence,Manuelle,4.0,1.2,194000.0,noir,18.0
peugeot 206,Peugeot,206,occasion,2003.0,Essence,Manuelle,4.0,1.4,196999.0,noir,16.5
206 look,Peugeot,206,occasion,2003.0,Essence,Manuelle,5.0,1.4,11111.0,Autres,74.568
206 anee 2004 klm 208000 montge france 5chv eseece,Peugeot,206,occasion,2004.0,Essence,Manuelle,5.0,1.4,208000.0,gris,18.0
206 cc sport,Peugeot,206,occasion,2004.0,Essence,Manuelle,8.0,1.8,122240.0,bordeaux,14.0
206 bon etat,Peugeot,206,occasion,2004.0,Essence,Manuelle,4.0,1.4,197000.0,noir,16.8
Karhba 206,Peugeot,206,occasion,2005.0,Essence,Manuelle,4.0,>4.0,200000.0,noir,14.5
Vente voiture,Peugeot,206,occasion,2005.0,Essence,Manuelle,5.0,3.0,300.0,noir,16.0
206 à vendre,Peugeot,206,occasion,2006.0,Essence,Manuelle,4.0,1.4,200000.0,noir,20.0
Peugeot 206 en Excellent État,Peugeot,206,occasion,2006.0,Essence,Manuelle,4.0,1.2,311.0,gris,18.4
Peugeot 206 essence,Peugeot,206,occasion,2006.0,Essence,Manuelle,4.0,1.0,175.0,noir,21.0
Peugeot 206 sedan à vendre,Peugeot,206,occasion,2007.0,Essence,Manuelle,6.0,1.4,250000.0,gris,20.0
206 hdi 14,Peugeot,206,occasion,2007.0,Diesel,Manuelle,4.0,1.4,1.0,bleu,10.5
206 sedan,Peugeot,206,occasion,2007.0,Essence,Manuelle,6.0,1.4,133000.0,gris,23.0
Voiture 206,Peugeot,206,occasion,2008.0,Essence,Manuelle,5.0,1.2,128000.0,gris,16.0
Voiture à vendre,Peugeot,206,occasion,2008.0,Essence,Manuelle,6.0,1.4,300.0,gris,17.5
Peugeot 206 sedan,Peugeot,206,occasion,2008.0,Essence,Manuelle,6.0,1.4,177000.0,gris,21.0
Peugeot 206,Peugeot,206,occasion,2008.0,Essence,Manuelle,6.0,1.4,177000.0,gris,20.0
206 sedan,Peugeot,206,occasion,2008.0,Essence,Manuelle,6.0,1.4,200000.0,gris,13.0
Peugeot 206 look,Peugeot,206,occasion,2008.0,Essence,Manuelle,5.0,1.2,175000.0,noir,20.0
Peugeot 206 sedan,Peugeot,206,occasion,2008.0,Essence,Manuelle,6.0,1.4,170.0,noir,20.0
A vendre 206 sedan essance Vitre électrique Feha moteur 205 junior ndhif Prix 7000 51135802,Peugeot,206,occasion,2010.0,Essence,Manuelle,6.0,1.0,1.0,jaune,7.0
A vendre 206 sedan essance Vitre électrique Feha moteur 205 junior ndhif Prix 7000 51135802,Peugeot,206,occasion,2010.0,Essence,Manuelle,4.0,1.0,1.0,jaune,7.0
A vendre 206 sedan très bien entretenue,Peugeot,206,occasion,2010.0,Essence,Manuelle,6.0,1.4,50000.0,gris,18.8
Peugeot 206,Peugeot,206,occasion,2012.0,Essence,Manuelle,4.0,1.1,220000.0,blanc,24.5
Karhba 3alamia,Peugeot,206,occasion,2012.0,Essence,Manuelle,5.0,>4.0,160000.0,blanc,20.0
,Peugeot,206,occasion,2012.0,Essence,Manuelle,5.0,>4.0,170000.0,blanc,20.6
Une Belle 206 plus,Peugeot,206,occasion,2012.0,Essence,Manuelle,4.0,1.0,189930.0,blanc,21.5
206 plus bonne état,Peugeot,206,occasion,2012.0,Diesel,Manuelle,4.0,1.4,1.0,jaune,15.5
Boumba,Peugeot,206,occasion,2012.0,Essence,Manuelle,5.0,>4.0,160.0,blanc,21.0
peugeot 206,Peugeot,206,occasion,2012.0,Diesel,Manuelle,4.0,1.4,500000.0,blanc,20.0
عماد,Peugeot,206,occasion,2012.0,Essence,Manuelle,5.0,1.2,270.0,gris,23.5
Karahba impicable,Peugeot,206,occasion,2012.0,Essence,Manuelle,5.0,>4.0,160.0,blanc,21.0
Krhbatayara,Peugeot,206,occasion,2012.0,Essence,Manuelle,5.0,>4.0,160.0,blanc,21.0
voiture imipicable,Peugeot,206,occasion,2012.0,Essence,Manuelle,5.0,>4.0,160.0,blanc,21.0
Peugeot 207 essence,Peugeot,207,neuf,2010.0,Essence,Manuelle,6.0,1.4,290.0,noir,123.0
Peugeot 207,Peugeot,207,occasion,2006.0,Diesel,Manuelle,4.0,1.4,320000.0,gris,23.5
Voiture à vendre,Peugeot,207,occasion,2007.0,Essence,Manuelle,6.0,1.2,175.0,vert,21.0
A vendre,Peugeot,207,occasion,2007.0,Essence,Manuelle,6.0,1.7,200.0,vert,21.5
207 hdi,Peugeot,207,occasion,2007.0,Diesel,Manuelle,4.0,1.6,330000.0,rouge,19.0
Peugeot 207 16 HDi,Peugeot,207,occasion,2009.0,Diesel,Manuelle,6.0,1.6,226000.0,noir,27.4
207 hdi 4ch,Peugeot,207,occasion,2009.0,Diesel,Manuelle,4.0,1.4,240000.0,noir,24.0
Peugeot 207,Peugeot,207,occasion,2009.0,Essence,Manuelle,5.0,1.4,240.0,noir,21.0
207 gaz,Peugeot,207,occasion,2010.0,GPL,Manuelle,6.0,1.4,300.0,gris,21.3
207gaz,Peugeot,207,occasion,2010.0,GPL,Manuelle,6.0,1.4,300.0,gris,21.3
Peugeot 207,Peugeot,207,occasion,2010.0,Essence,Automatique,6.0,1.2,75000.0,bleu,34.0
20714,Peugeot,207,occasion,2011.0,Diesel,Manuelle,6.0,1.4,290000.0,blanc,27.5
207  14 Edition 64,Peugeot,207,occasion,2011.0,Diesel,Manuelle,4.0,1.4,237.0,blanc,29.5
Peugeot 207 14 2011 6cv,Peugeot,207,occasion,2011.0,Essence,Manuelle,6.0,1.4,205000.0,noir,24.0
Voiture à vendre,Peugeot,207,occasion,2012.0,Essence,Manuelle,6.0,1.4,207000.0,gris,25.0
A vendre une tres belle Peugeot 208,Peugeot,208,neuf,2020.0,Essence,Manuelle,5.0,1.2,90000.0,blanc,34.0
Peugeot 208,Peugeot,208,neuf,2021.0,Essence,Manuelle,4.0,1.2,57000.0,blanc,42.5
208 4cv 1 ere main ttes options,Peugeot,208,neuf,2022.0,Essence,Manuelle,4.0,1.2,35000.0,blanc,44.9
2082022,Peugeot,208,neuf,2022.0,Diesel,Manuelle,5.0,1.6,28500.0,gris,62.0
208 neuf,Peugeot,208,neuf,2022.0,Essence,Manuelle,5.0,1.2,20.0,gris,55.0
Peugeot 208,Peugeot,208,neuf,2023.0,Essence,Manuelle,4.0,1.2,16000.0,noir,44.0
Taxis à vendre laisser passer 3 ans 9 moins,Peugeot,208,neuf,2023.0,Diesel,Manuelle,4.0,1.4,100000.0,jaune,35.0
Taxi a vendre sur luzing 0 kilomètres kimbilette,Peugeot,208,neuf,2023.0,Diesel,Manuelle,5.0,1.4,20000.0,jaune,37.0
Taxis à vendre sur luzing kimbilette 1180,Peugeot,208,neuf,2023.0,Diesel,Manuelle,5.0,1.4,100.0,blanc,34.0
Peugeot 208,Peugeot,208,neuf,2024.0,Essence,Manuelle,4.0,1.2,239.0,noir,65.0
Peugeot 208,Peugeot,208,occasion,2013.0,Essence,Manuelle,5.0,1.2,180000.0,beige,25.0
Peugeot 208 s,Peugeot,208,occasion,2013.0,Essence,Manuelle,5.0,1.2,128000.0,blanc,27.5
peugeout 208 1 main,Peugeot,208,occasion,2013.0,Essence,Manuelle,5.0,1.2,130000.0,noir,26.5
Très belle Peugeot 208,Peugeot,208,occasion,2013.0,Essence,Manuelle,5.0,1.2,174000.0,Autres,28.8
Peugeot 208,Peugeot,208,occasion,2013.0,Essence,Manuelle,4.0,1.2,91000.0,blanc,123.0
208 2porte,Peugeot,208,occasion,2014.0,Essence,Manuelle,4.0,1.0,90.0,blanc,29.3
Peugeot 208  e,Peugeot,208,occasion,2014.0,Diesel,Manuelle,6.0,1.4,170000.0,blanc,33.5
Peugeot 208 ehdi,Peugeot,208,occasion,2014.0,Diesel,Manuelle,4.0,1.4,185000.0,gris,38.0
208 forsa,Peugeot,208,occasion,2015.0,Essence,Manuelle,5.0,1.2,73000.0,gris,31.0
Peugeot 208,Peugeot,208,occasion,2015.0,Essence,Manuelle,4.0,1.0,188.0,gris,25.5
208 ndhifa,Peugeot,208,occasion,2015.0,Essence,Manuelle,5.0,1.2,130000.0,noir,26.5
A vendre Peugeot 208 108000 km,Peugeot,208,occasion,2016.0,Essence,Manuelle,5.0,3.0,108000.0,bleu,28.5
Peugeot 208,Peugeot,208,occasion,2016.0,Essence,Manuelle,5.0,1.2,194.0,orange,28.0
Peugeot 208,Peugeot,208,occasion,2016.0,Essence,Manuelle,5.0,3.0,122500.0,marron,32.0
Peugeot 208,Peugeot,208,occasion,2017.0,Essence,Manuelle,5.0,1.2,92000.0,blanc,33.0
Peugeot 208 12 5cv,Peugeot,208,occasion,2017.0,Essence,Manuelle,5.0,1.2,160000.0,blanc,34.9
208 très propre,Peugeot,208,occasion,2017.0,Essence,Manuelle,5.0,1.2,115000.0,gris,25.8
Peugeot 208,Peugeot,208,occasion,2017.0,Essence,Manuelle,5.0,1.2,119000.0,noir,29.0
Voiture 2eme main très propre,Peugeot,208,occasion,2017.0,Essence,Manuelle,5.0,1.2,160.0,crème,32.0
Peugeot 208,Peugeot,208,occasion,2018.0,Essence,Manuelle,5.0,1.2,96000.0,gris,30.2
Peugeot 208 année 2018,Peugeot,208,occasion,2018.0,Essence,Manuelle,5.0,1.2,1.0,bleu,25.0
208 a vendre,Peugeot,208,occasion,2018.0,Essence,Manuelle,5.0,1.2,99000.0,gris,32.5
Peugeot 208,Peugeot,208,occasion,2019.0,Essence,Manuelle,5.0,3.0,166.0,bleu,30.0
208 Peugeot,Peugeot,208,occasion,2019.0,Essence,Manuelle,4.0,1.2,110000.0,blanc,32.0
Peugeot 208 Hyper propre 43000km certifié98237119,Peugeot,208,occasion,2019.0,Essence,Manuelle,4.0,1.2,43000.0,noir,34.5
Peugeot 208 style ehdi e,Peugeot,208,occasion,2019.0,Diesel,Manuelle,5.0,1.4,104000.0,blanc,43.5
Peugeot 208,Peugeot,208,occasion,2019.0,Essence,Manuelle,5.0,1.2,100.0,bleu,30.0
Peugeot 208 modéle 2020,Peugeot,208,occasion,2020.0,Essence,Manuelle,5.0,1.2,76083.0,gris,33.0
208 a vendre,Peugeot,208,occasion,2020.0,Essence,Manuelle,4.0,1.2,70000.0,blanc,33.5
208 diesel importe fin 2019,Peugeot,208,occasion,2020.0,Diesel,Manuelle,5.0,1.4,107000.0,blanc,45.0
Peugeot 208,Peugeot,208,occasion,2020.0,Essence,Manuelle,4.0,1.2,62000.0,gris,36.0
208,Peugeot,208,occasion,2020.0,Essence,Manuelle,4.0,1.2,129999.0,gris,36.8
208 essence,Peugeot,208,occasion,2020.0,Essence,Manuelle,4.0,1.2,82000.0,blanc,41.2
Peugeot 208,Peugeot,208,occasion,2020.0,Diesel,Manuelle,5.0,1.5,76000.0,gris,53.0
Jdida,Peugeot,208,occasion,2020.0,Essence,Manuelle,4.0,1.1,41515.0,Autres,33.0
Peugeot 208 populaire,Peugeot,208,occasion,2020.0,Essence,Manuelle,4.0,1.2,78500.0,gris,31.0
208,Peugeot,208,occasion,2020.0,Essence,Manuelle,4.0,1.2,76000.0,gris,32.0
Peugeot 208 populaire,Peugeot,208,occasion,2020.0,Essence,Manuelle,4.0,1.2,78000.0,gris,31.5
Gratuit,Peugeot,208,occasion,2020.0,Essence,Manuelle,5.0,1.4,132.0,gris,33.5
51 négociable,Peugeot,208,occasion,2021.0,Essence,Manuelle,5.0,1.2,40000.0,noir,51.0
Voiture neuve,Peugeot,208,occasion,2022.0,Essence,Manuelle,4.0,1.2,40000.0,gris,42.9
Vente 208 4ch année 2022,Peugeot,208,occasion,2022.0,Essence,Manuelle,4.0,1.2,42000.0,noir,44.0
Peugeot 208,Peugeot,208,occasion,2022.0,Essence,Manuelle,4.0,1.2,35000.0,noir,43.5
Taxis à vendre sur luzing âge 1 Ans 1 moins kimbilette 1160 58137850,Peugeot,208,occasion,2022.0,Diesel,Manuelle,5.0,1.4,120000.0,jaune,38.0
Taxi a vendre sur luzing âge 2ans 3moins,Peugeot,208,occasion,2022.0,Diesel,Manuelle,4.0,1.4,280000.0,jaune,34.0
Taxi a vendre sur luzing kimbilette 980000,Peugeot,208,occasion,2022.0,Diesel,Manuelle,4.0,1.4,280000.0,jaune,33.0
Peugeot 208,Peugeot,208,occasion,2022.0,Essence,Manuelle,4.0,1.2,36000.0,blanc,41.5
Taxis à vendre laisser passer 4 ans,Peugeot,208,occasion,2022.0,Diesel,Manuelle,5.0,1.4,130000.0,jaune,37.0
Peugeot 3008,Peugeot,3008,neuf,2014.0,Essence,Manuelle,7.0,1.4,143000.0,gris,37.5
Peugeot 3008 diesel,Peugeot,3008,neuf,2020.0,Diesel,Automatique,7.0,1.5,162.0,bleu,82.0
3008 a vendre,Peugeot,3008,occasion,2011.0,Essence,Manuelle,7.0,>4.0,234000.0,gris,31.5
Peugeot 3008,Peugeot,3008,occasion,2011.0,Diesel,Manuelle,6.0,1.6,207.0,noir,36.0
Peugeot 3008 diesel,Peugeot,3008,occasion,2012.0,Diesel,Automatique,6.0,1.6,200.0,beige,39.0
Peugeot 3008  2012 Diesel 6,Peugeot,3008,occasion,2012.0,Diesel,Manuelle,6.0,1.6,376.0,blanc,38.0
Peugeot 3008 16 HDi110 Premium BVP6 e,Peugeot,3008,occasion,2012.0,Diesel,Automatique,7.0,1.6,273000.0,noir,42.0
3008 a vendre,Peugeot,3008,occasion,2014.0,Essence,Manuelle,7.0,1.6,195000.0,crème,44.0
Peugeot 3008 2017,Peugeot,3008,occasion,2017.0,Essence,Manuelle,7.0,1.2,130000.0,noir,63.0
3008,Peugeot,3008,occasion,2018.0,Essence,Automatique,9.0,1.6,90000.0,blanc,85.5
,Peugeot,3008,occasion,2019.0,Diesel,Automatique,6.0,1.5,70000.0,gris,92.0
300822801802,Peugeot,3008,occasion,2019.0,Essence,Automatique,9.0,1.6,140000.0,Autres,75.5
3008,Peugeot,3008,occasion,2019.0,Essence,Automatique,7.0,>4.0,81000.0,noir,78.0
Peugeot 3008 GTLine,Peugeot,3008,occasion,2020.0,Essence,Automatique,9.0,1.2,87000.0,noir,105.0
3008 Diesel,Peugeot,3008,occasion,2020.0,Diesel,Automatique,7.0,1.6,100000.0,gris,78.5
